Person 1: (41, 11), status: INFECTED, was infected 0 time(s).
Person 5955: (31, 39), status: INFECTED, was infected 1 time(s).
Person 5956: (13, 37), status: INFECTED, was infected 1 time(s).
Person 5957: (0, 0), status: INFECTED, was infected 0 time(s).
Person 5958: (49, 16), status: INFECTED, was infected 0 time(s).
Person 5959: (40, 21), status: INFECTED, was infected 1 time(s).
Person 5960: (49, 14), status: INFECTED, was infected 0 time(s).
Person 5961: (9, 16), status: SUSCEPTIBLE, was infected 0 time(s).
Person 5962: (49, 12), status: INFECTED, was infected 1 time(s).
Person 5963: (9, 27), status: INFECTED, was infected 0 time(s).
Person 5964: (27, 14), status: SUSCEPTIBLE, was infected 0 time(s).
Person 5965: (24, 48), status: SUSCEPTIBLE, was infected 0 time(s).
Person 5966: (37, 0), status: INFECTED, was infected 1 time(s).
Person 5967: (26, 47), status: SUSCEPTIBLE, was infected 0 time(s).
Person 5968: (1, 29), status: INFECTED, was infected 1 time(s).
Person 5969: (30, 31), status: SUSCEPTIBLE, was infected 0 time(s).
Person 5970: (20, 36), status: INFECTED, was infected 0 time(s).
Person 5971: (38, 5), status: INFECTED, was infected 1 time(s).
Person 5972: (31, 36), status: INFECTED, was infected 0 time(s).
Person 5973: (45, 49), status: INFECTED, was infected 1 time(s).
Person 5974: (5, 43), status: SUSCEPTIBLE, was infected 0 time(s).
Person 5975: (16, 1), status: INFECTED, was infected 1 time(s).
Person 5976: (32, 31), status: INFECTED, was infected 0 time(s).
Person 5977: (13, 6), status: INFECTED, was infected 0 time(s).
Person 5978: (13, 11), status: SUSCEPTIBLE, was infected 0 time(s).
Person 5979: (25, 46), status: SUSCEPTIBLE, was infected 0 time(s).
Person 5980: (40, 37), status: SUSCEPTIBLE, was infected 0 time(s).
Person 5981: (49, 34), status: INFECTED, was infected 0 time(s).
Person 5982: (25, 48), status: SUSCEPTIBLE, was infected 0 time(s).
Person 5983: (33, 18), status: SUSCEPTIBLE, was infected 0 time(s).
Person 5984: (31, 29), status: INFECTED, was infected 1 time(s).
Person 5985: (31, 12), status: INFECTED, was infected 0 time(s).
Person 5986: (30, 34), status: INFECTED, was infected 1 time(s).
Person 5987: (29, 5), status: INFECTED, was infected 1 time(s).
Person 5988: (42, 46), status: INFECTED, was infected 1 time(s).
Person 5989: (49, 10), status: INFECTED, was infected 1 time(s).
Person 5990: (37, 49), status: INFECTED, was infected 1 time(s).
Person 5991: (32, 31), status: INFECTED, was infected 1 time(s).
Person 5992: (49, 23), status: INFECTED, was infected 0 time(s).
Person 5993: (45, 21), status: INFECTED, was infected 1 time(s).
Person 5994: (49, 12), status: INFECTED, was infected 1 time(s).
Person 5995: (9, 9), status: SUSCEPTIBLE, was infected 0 time(s).
Person 5996: (0, 44), status: INFECTED, was infected 1 time(s).
Person 5997: (0, 10), status: INFECTED, was infected 0 time(s).
Person 5998: (49, 12), status: INFECTED, was infected 1 time(s).
Person 5999: (10, 27), status: SUSCEPTIBLE, was infected 0 time(s).
Person 6000: (26, 33), status: INFECTED, was infected 1 time(s).
Person 6001: (37, 18), status: SUSCEPTIBLE, was infected 0 time(s).
Person 6002: (35, 42), status: INFECTED, was infected 1 time(s).
Person 6003: (27, 34), status: INFECTED, was infected 0 time(s).
Person 6004: (48, 41), status: INFECTED, was infected 0 time(s).
Person 6005: (1, 11), status: SUSCEPTIBLE, was infected 0 time(s).
Person 6006: (24, 27), status: INFECTED, was infected 0 time(s).
Person 6007: (0, 17), status: INFECTED, was infected 0 time(s).
Person 6008: (49, 33), status: INFECTED, was infected 0 time(s).
Person 6009: (2, 43), status: INFECTED, was infected 1 time(s).
Person 6010: (1, 12), status: INFECTED, was infected 0 time(s).
Person 6011: (18, 31), status: INFECTED, was infected 0 time(s).
Person 6012: (26, 12), status: INFECTED, was infected 0 time(s).
Person 6013: (49, 24), status: INFECTED, was infected 0 time(s).
Person 6014: (46, 37), status: INFECTED, was infected 1 time(s).
Person 6015: (30, 17), status: SUSCEPTIBLE, was infected 0 time(s).
Person 6016: (39, 32), status: INFECTED, was infected 0 time(s).
Person 6017: (31, 38), status: INFECTED, was infected 1 time(s).
Person 6018: (49, 42), status: INFECTED, was infected 0 time(s).
Person 6019: (24, 28), status: INFECTED, was infected 0 time(s).
Person 6020: (20, 1), status: INFECTED, was infected 0 time(s).
Person 6021: (49, 21), status: INFECTED, was infected 0 time(s).
Person 6022: (6, 26), status: INFECTED, was infected 0 time(s).
Person 6023: (36, 16), status: INFECTED, was infected 1 time(s).
Person 6024: (32, 21), status: INFECTED, was infected 0 time(s).
Person 6025: (36, 23), status: INFECTED, was infected 1 time(s).
Person 6026: (38, 33), status: SUSCEPTIBLE, was infected 0 time(s).
Person 6027: (41, 1), status: INFECTED, was infected 1 time(s).
Person 6028: (44, 34), status: INFECTED, was infected 1 time(s).
Person 6029: (12, 14), status: SUSCEPTIBLE, was infected 0 time(s).
Person 6030: (18, 39), status: INFECTED, was infected 1 time(s).
Person 6031: (42, 18), status: INFECTED, was infected 1 time(s).
Person 6032: (43, 0), status: INFECTED, was infected 1 time(s).
Person 6033: (31, 21), status: INFECTED, was infected 1 time(s).
Person 6034: (6, 49), status: INFECTED, was infected 1 time(s).
Person 6035: (9, 3), status: SUSCEPTIBLE, was infected 0 time(s).
Person 6036: (1, 40), status: INFECTED, was infected 0 time(s).
Person 6037: (40, 9), status: SUSCEPTIBLE, was infected 0 time(s).
Person 6038: (48, 3), status: INFECTED, was infected 1 time(s).
Person 6039: (41, 0), status: INFECTED, was infected 1 time(s).
Person 6040: (9, 32), status: INFECTED, was infected 1 time(s).
Person 6041: (4, 49), status: INFECTED, was infected 1 time(s).
Person 6042: (28, 2), status: SUSCEPTIBLE, was infected 0 time(s).
Person 6043: (32, 40), status: INFECTED, was infected 1 time(s).
Person 6044: (33, 8), status: INFECTED, was infected 1 time(s).
Person 6045: (1, 24), status: INFECTED, was infected 1 time(s).
Person 6046: (49, 44), status: INFECTED, was infected 1 time(s).
Person 6047: (7, 0), status: INFECTED, was infected 0 time(s).
Person 6048: (49, 47), status: INFECTED, was infected 0 time(s).
Person 6049: (24, 17), status: INFECTED, was infected 1 time(s).
Person 6050: (19, 11), status: INFECTED, was infected 1 time(s).
Person 6051: (47, 20), status: INFECTED, was infected 0 time(s).
Person 6052: (45, 36), status: INFECTED, was infected 1 time(s).
Person 6053: (17, 16), status: SUSCEPTIBLE, was infected 0 time(s).
Person 6054: (5, 47), status: INFECTED, was infected 0 time(s).
Person 6055: (48, 0), status: INFECTED, was infected 0 time(s).
Person 6056: (6, 49), status: INFECTED, was infected 1 time(s).
Person 6057: (17, 46), status: SUSCEPTIBLE, was infected 0 time(s).
Person 6058: (31, 46), status: INFECTED, was infected 0 time(s).
Person 6059: (46, 22), status: INFECTED, was infected 1 time(s).
Person 6060: (9, 0), status: INFECTED, was infected 0 time(s).
Person 6061: (26, 17), status: INFECTED, was infected 0 time(s).
Person 6062: (15, 0), status: INFECTED, was infected 1 time(s).
Person 6063: (22, 28), status: INFECTED, was infected 1 time(s).
Person 6064: (6, 45), status: INFECTED, was infected 0 time(s).
Person 6065: (34, 48), status: INFECTED, was infected 0 time(s).
Person 6066: (25, 34), status: INFECTED, was infected 0 time(s).
Person 6067: (41, 30), status: SUSCEPTIBLE, was infected 0 time(s).
Person 6068: (36, 2), status: INFECTED, was infected 0 time(s).
Person 6069: (19, 26), status: INFECTED, was infected 0 time(s).
Person 6070: (49, 15), status: INFECTED, was infected 1 time(s).
Person 6071: (41, 25), status: INFECTED, was infected 0 time(s).
Person 6072: (0, 33), status: INFECTED, was infected 1 time(s).
Person 6073: (23, 47), status: INFECTED, was infected 0 time(s).
Person 6074: (0, 7), status: INFECTED, was infected 0 time(s).
Person 6075: (35, 5), status: INFECTED, was infected 1 time(s).
Person 6076: (21, 0), status: INFECTED, was infected 1 time(s).
Person 6077: (29, 25), status: INFECTED, was infected 1 time(s).
Person 6078: (0, 35), status: INFECTED, was infected 1 time(s).
Person 6079: (0, 32), status: INFECTED, was infected 1 time(s).
Person 6080: (32, 16), status: SUSCEPTIBLE, was infected 0 time(s).
Person 6081: (14, 29), status: INFECTED, was infected 0 time(s).
Person 6082: (12, 28), status: INFECTED, was infected 1 time(s).
Person 6083: (49, 32), status: INFECTED, was infected 0 time(s).
Person 6084: (49, 22), status: INFECTED, was infected 1 time(s).
Person 6085: (22, 49), status: INFECTED, was infected 1 time(s).
Person 6086: (28, 49), status: INFECTED, was infected 0 time(s).
Person 6087: (44, 20), status: INFECTED, was infected 0 time(s).
Person 6088: (16, 10), status: INFECTED, was infected 1 time(s).
Person 6089: (27, 44), status: INFECTED, was infected 1 time(s).
Person 6090: (29, 0), status: INFECTED, was infected 1 time(s).
Person 6091: (38, 32), status: SUSCEPTIBLE, was infected 0 time(s).
Person 6092: (6, 13), status: INFECTED, was infected 0 time(s).
Person 6093: (0, 24), status: INFECTED, was infected 1 time(s).
Person 6094: (22, 2), status: INFECTED, was infected 0 time(s).
Person 6095: (40, 0), status: INFECTED, was infected 1 time(s).
Person 6096: (5, 17), status: INFECTED, was infected 0 time(s).
Person 6097: (13, 36), status: INFECTED, was infected 1 time(s).
Person 6098: (21, 25), status: INFECTED, was infected 1 time(s).
Person 6099: (10, 44), status: SUSCEPTIBLE, was infected 0 time(s).
Person 6100: (32, 47), status: INFECTED, was infected 1 time(s).
Person 6101: (28, 24), status: INFECTED, was infected 1 time(s).
Person 6102: (34, 2), status: SUSCEPTIBLE, was infected 0 time(s).
Person 6103: (30, 28), status: INFECTED, was infected 1 time(s).
Person 6104: (27, 10), status: SUSCEPTIBLE, was infected 0 time(s).
Person 6105: (43, 44), status: SUSCEPTIBLE, was infected 0 time(s).
Person 6106: (2, 23), status: SUSCEPTIBLE, was infected 0 time(s).
Person 6107: (36, 0), status: INFECTED, was infected 1 time(s).
Person 6108: (27, 30), status: INFECTED, was infected 0 time(s).
Person 6109: (29, 27), status: INFECTED, was infected 1 time(s).
Person 6110: (0, 2), status: INFECTED, was infected 0 time(s).
Person 6111: (20, 38), status: INFECTED, was infected 1 time(s).
Person 6112: (26, 35), status: INFECTED, was infected 0 time(s).
Person 6113: (0, 5), status: INFECTED, was infected 1 time(s).
Person 6114: (45, 0), status: INFECTED, was infected 0 time(s).
Person 6115: (19, 29), status: SUSCEPTIBLE, was infected 0 time(s).
Person 6116: (48, 16), status: SUSCEPTIBLE, was infected 0 time(s).
Person 6117: (10, 0), status: INFECTED, was infected 1 time(s).
Person 6118: (49, 29), status: INFECTED, was infected 0 time(s).
Person 6119: (3, 10), status: SUSCEPTIBLE, was infected 0 time(s).
Person 6120: (46, 49), status: INFECTED, was infected 1 time(s).
Person 6121: (9, 38), status: SUSCEPTIBLE, was infected 0 time(s).
Person 6122: (15, 3), status: INFECTED, was infected 1 time(s).
Person 6123: (34, 22), status: INFECTED, was infected 1 time(s).
Person 6124: (6, 43), status: INFECTED, was infected 1 time(s).
Person 6125: (0, 31), status: INFECTED, was infected 1 time(s).
Person 6126: (16, 15), status: INFECTED, was infected 1 time(s).
Person 6127: (21, 39), status: INFECTED, was infected 0 time(s).
Person 6128: (14, 35), status: INFECTED, was infected 1 time(s).
Person 6129: (24, 3), status: INFECTED, was infected 1 time(s).
Person 6130: (18, 0), status: INFECTED, was infected 0 time(s).
Person 6131: (27, 11), status: SUSCEPTIBLE, was infected 0 time(s).
Person 6132: (34, 31), status: INFECTED, was infected 0 time(s).
Person 6133: (18, 7), status: INFECTED, was infected 1 time(s).
Person 6134: (28, 9), status: INFECTED, was infected 0 time(s).
Person 6135: (8, 39), status: INFECTED, was infected 0 time(s).
Person 6136: (10, 12), status: INFECTED, was infected 0 time(s).
Person 6137: (14, 14), status: SUSCEPTIBLE, was infected 0 time(s).
Person 6138: (49, 0), status: INFECTED, was infected 1 time(s).
Person 6139: (7, 31), status: INFECTED, was infected 1 time(s).
Person 6140: (2, 30), status: INFECTED, was infected 1 time(s).
Person 6141: (39, 11), status: INFECTED, was infected 1 time(s).
Person 6142: (36, 45), status: SUSCEPTIBLE, was infected 0 time(s).
Person 6143: (16, 2), status: SUSCEPTIBLE, was infected 0 time(s).
Person 6144: (14, 25), status: INFECTED, was infected 0 time(s).
Person 6145: (34, 23), status: INFECTED, was infected 0 time(s).
Person 6146: (37, 28), status: INFECTED, was infected 1 time(s).
Person 6147: (48, 7), status: INFECTED, was infected 0 time(s).
Person 6148: (29, 0), status: INFECTED, was infected 0 time(s).
Person 6149: (19, 10), status: INFECTED, was infected 1 time(s).
Person 6150: (12, 26), status: SUSCEPTIBLE, was infected 0 time(s).
Person 6151: (6, 17), status: INFECTED, was infected 0 time(s).
Person 6152: (0, 3), status: INFECTED, was infected 0 time(s).
Person 6153: (27, 4), status: INFECTED, was infected 1 time(s).
Person 6154: (37, 4), status: SUSCEPTIBLE, was infected 0 time(s).
Person 6155: (26, 38), status: INFECTED, was infected 0 time(s).
Person 6156: (22, 32), status: INFECTED, was infected 1 time(s).
Person 6157: (0, 39), status: INFECTED, was infected 0 time(s).
Person 6158: (18, 36), status: INFECTED, was infected 1 time(s).
Person 6159: (29, 46), status: INFECTED, was infected 1 time(s).
Person 6160: (48, 28), status: INFECTED, was infected 0 time(s).
Person 6161: (47, 49), status: INFECTED, was infected 1 time(s).
Person 6162: (7, 22), status: INFECTED, was infected 1 time(s).
Person 6163: (42, 29), status: INFECTED, was infected 0 time(s).
Person 6164: (50, 45), status: SUSCEPTIBLE, was infected 0 time(s).
Person 6165: (41, 47), status: INFECTED, was infected 1 time(s).
Person 6166: (10, 49), status: INFECTED, was infected 0 time(s).
Person 6167: (34, 13), status: INFECTED, was infected 1 time(s).
Person 6168: (6, 49), status: INFECTED, was infected 0 time(s).
Person 6169: (31, 0), status: INFECTED, was infected 1 time(s).
Person 6170: (47, 34), status: INFECTED, was infected 0 time(s).
Person 6171: (22, 23), status: INFECTED, was infected 0 time(s).
Person 6172: (33, 19), status: INFECTED, was infected 1 time(s).
Person 6173: (24, 34), status: SUSCEPTIBLE, was infected 0 time(s).
Person 6174: (15, 24), status: INFECTED, was infected 1 time(s).
Person 6175: (3, 21), status: INFECTED, was infected 1 time(s).
Person 6176: (34, 49), status: INFECTED, was infected 1 time(s).
Person 6177: (37, 20), status: INFECTED, was infected 1 time(s).
Person 6178: (0, 47), status: INFECTED, was infected 0 time(s).
Person 6179: (45, 8), status: SUSCEPTIBLE, was infected 0 time(s).
Person 6180: (35, 3), status: SUSCEPTIBLE, was infected 0 time(s).
Person 6181: (49, 31), status: INFECTED, was infected 1 time(s).
Person 6182: (22, 33), status: SUSCEPTIBLE, was infected 0 time(s).
Person 6183: (23, 2), status: INFECTED, was infected 1 time(s).
Person 6184: (25, 16), status: INFECTED, was infected 1 time(s).
Person 6185: (49, 19), status: INFECTED, was infected 1 time(s).
Person 6186: (39, 25), status: INFECTED, was infected 0 time(s).
Person 6187: (9, 36), status: INFECTED, was infected 1 time(s).
Person 6188: (48, 49), status: INFECTED, was infected 0 time(s).
Person 6189: (21, 49), status: INFECTED, was infected 1 time(s).
Person 6190: (48, 49), status: INFECTED, was infected 1 time(s).
Person 6191: (0, 40), status: INFECTED, was infected 1 time(s).
Person 6192: (49, 8), status: INFECTED, was infected 0 time(s).
Person 6193: (27, 0), status: INFECTED, was infected 1 time(s).
Person 6194: (7, 29), status: INFECTED, was infected 1 time(s).
Person 6195: (21, 8), status: INFECTED, was infected 0 time(s).
Person 6196: (29, 36), status: SUSCEPTIBLE, was infected 0 time(s).
Person 6197: (33, 0), status: INFECTED, was infected 0 time(s).
Person 6198: (49, 2), status: INFECTED, was infected 1 time(s).
Person 6199: (28, 25), status: INFECTED, was infected 1 time(s).
Person 6200: (43, 48), status: SUSCEPTIBLE, was infected 0 time(s).
Person 6201: (37, 0), status: INFECTED, was infected 1 time(s).
Person 6202: (46, 46), status: INFECTED, was infected 0 time(s).
Person 6203: (0, 37), status: INFECTED, was infected 1 time(s).
Person 6204: (24, 26), status: INFECTED, was infected 1 time(s).
Person 6205: (3, 49), status: INFECTED, was infected 1 time(s).
Person 6206: (46, 44), status: SUSCEPTIBLE, was infected 0 time(s).
Person 6207: (2, 3), status: SUSCEPTIBLE, was infected 0 time(s).
Person 6208: (20, 19), status: INFECTED, was infected 1 time(s).
Person 6209: (24, 16), status: INFECTED, was infected 1 time(s).
Person 6210: (16, 35), status: INFECTED, was infected 0 time(s).
Person 6211: (28, 17), status: INFECTED, was infected 0 time(s).
